"Nombre","Volumen","Unidad de medida","Referencia interna","D365 Reference","Box Qty","Pronosticado con pendiente"
"Rollo caño cobre 5/8 × 15 m (x5u)","0.0615","Unidades","KU1ADC0005","DCCI-C058","5.0","2.0"
"Rollo de alambre para soldar 0,8 mm - 15 Kg","0.008694","Unidades","KU1CNM0064","ER70S-6-0815","1.0","44.0"
"Rollo de alambre para soldar 0,8 mm - 5 Kg","0.002646","Unidades","KU1CNM0001","ER70S-6-085","1.0","324.0"
"Rollo de alambre para soldar 0,9 mm - 15 Kg","0.008694","Unidades","KU1CNM0003","ER70S-6-0915","1.0","451.0"
"Rollo de alambre para soldar 0,9 mm - 5 Kg","0.002646","Unidades","KU1CNM0002","ER70S-6-095","1.0","0.0"
"Rollo de alambre para soldar 1,2 mm - 15 Kg","0.008694","Unidades","KU1CNM0004","ER70S-6-1215","1.0","373.0"
"Rollo de alambre para soldar 1,2 mm - 5 Kg","0.0025215","Unidades","KU1APS0003","ER70S-6-125","1.0","5.0"
"Rollo de alambre para soldar FLUX 0,8 mm - 1 Kg (x20u)","0.0162","Unidades","KU1CNM0051","E71T-11-081","20.0","46.0"
"Rollo de alambre para soldar FLUX 0,8 mm - 5 Kg","0.002563525","Unidades","KU1CNM0005","E71T-11-085","1.0","215.0"
"Rollo de alambre para soldar FLUX 0,9 mm - 1 Kg (x20u)","0.0162","Unidades","KU1CNM0007","E71T-11-091","20.0","49.0"
"Rollo de alambre para soldar FLUX 0,9 mm - 5 Kg","0.002647575","Unidades","KU1CNM0006","E71T-11-095","1.0","43.0"
"Rollo de estaño 0,5 mm (x500u)","0.01739375","Unidades","KU1CNM0061","RE05","500.0","2.0"
"Rollo de estaño 0,8 mm (x400u)","0.031208","Unidades","KU1CNM0062","RE08","400.0","8.0"
"Rollo de estaño 1,2 mm (x400u)","0.01382725","Unidades","KU1CNM0063","RE12","400.0","2.0"
"Rollo para bolsas de aire tipo almohada 20 × 10 (x2u)","0.01623375","Unidades","VN1CNM0008","RAA-01","2.0","0.0"
"Rollo para bolsas de aire tipo burbuja 40 × 33 (x2u)","0.023058","Unidades","VN1CNM0009","RBA-01","2.0","0.0"
"Roscadora eléctrica portatil 1/2"" - 2"" (x2u)","0.0513","Unidades","KU1RSC0001","MRPI-2W2P","2.0","0.0"
"Rotopercutor - IONMAX (x3u)","0.03316875","Unidades","BR1RTP0007","BIM-RP20","3.0","24.0"
"Rotopercutor - ion litio (x5u)","0.041664","Unidades","BR1RTP0005","RPIL17","5.0","0.0"
"Rotopercutor 800 W con maletín y accesorios (x5u)","0.07835938","Unidades","MI1RTP0002","RPM-20B","5.0","10.0"
"Rotopercutor RPB-25A con maletín y accesorios (x3u)","0.0587","Unidades","BR1RTP0008","RPB-25A","3.0","16.0"
"Rotopercutor RPK-25A (x3 u)","0.056595","Unidades","BR1RTP0002","RPK-25A","3.0","0.0"
"Rotopercutor RPK-32KA (x2 u)","0.04212","Unidades","BR1RTP0003","RPK-32KA","2.0","0.0"
"Rotopercutor RPK-50L","0.044928","Unidades","BR1RTP0001","RPK-50L","1.0","0.0"
"Rotopercutor RPM-25A (x4 u)","0.058172625","Unidades","BR1RTP0006","RPM-25A","4.0","0.0"
"Rotopercutor SDS Plus 1500W 7,8 Joules (x2u)","0.0399","Unidades","BR1RTP0009","RPB-32KA","2.0","29.0"
"Rotopercutor Z1C-DS-50L (x2 u)","0.063345","Unidades","BR1RTP0004","Z1C-DS-50L","2.0","0.0"
"Rueda de corte tungsteno para corta cerámico (x30u)","0.00252","Unidades","BR1CCR0007","8117-16","30.0","22.0"
"Rueda de corte tungsteno para corta cerámico Barovo ancha (x30u)","0.002407","Unidades","BR1CCR0010","8117-20","30.0","3.0"
"Rueda de goma y base fija 3"" - 50 kg (x50u)","0.02376","Unidades","KU1RDA0001","RCBF3001","50.0","14.0"
"Rueda de goma y base fija 4"" - 70 kg (x30u)","0.0289275","Unidades","KU1RDA0002","RCBF3002","30.0","6.0"
"Rueda de goma y base fija 5"" - 100 kg (x20u)","0.03136","Unidades","KU1RDA0003","RCBF3003","20.0","17.0"
"Rueda de goma y base giratoria 3"" - 50 kg (x50u)","0.0243","Unidades","KU1RDA0004","RCBG4001","50.0","0.0"
"Rueda de goma y base giratoria 4"" - 70 kg (x30u)","0.03","Unidades","KU1RDA0005","RCBG4002","30.0","7.0"
"Rueda de goma y base giratoria 5"" - 100 kg (x20u)","0.028224","Unidades","KU1RDA0006","RCBG4003","20.0","6.0"
"Rueda de goma, base giratoria y freno 3"" - 50 kg (x24u)","0.016116","Unidades","KU1RDA0007","RCGF5001","24.0","0.0"
"Rueda de goma, base giratoria y freno 4"" - 70 kg (x15u)","0.019206","Unidades","KU1RDA0008","RCGF5002","15.0","12.0"
"Rueda de goma, base giratoria y freno 5"" - 100 kg (x8u)","0.015185625","Unidades","KU1RDA0009","RCGF5003","8.0","28.0"
"Rueda neumática 10 "" con ruleman - 2 telas (x10u)","0.05408","Unidades","KU1RDA0010","RN10-R1D","10.0","0.0"
"Rueda neumática 14 "" con buje - 4 telas (x5u)","0.064343","Unidades","KU1RDA0015","RN14-B24T","5.0","7.0"
"Rueda neumática 14 "" con ruleman - 4 telas (x5u)","0.05476","Unidades","KU1RDA0014","RN14-R14T","5.0","13.0"
"Rueda neumática 14"" con buje y llanta metálica - 4 telas (x5u)","0.070756","Unidades","KU1RDA0025","DRBI-4T14","5.0","2.0"
"Rueda neumática 14"" con rulemán y llanta metálica - 4 telas (x5u)","0.070756","Unidades","KU1RDA0026","DRRI-4T14","5.0","8.0"
"Rueda neumática 16 "" con buje - 6 telas (x5u)","0.073008","Unidades","KU1RDA0016","RN16-B36T","5.0","48.0"
"Rueda neumática 16"" con buje y llanta plástica - 6 telas (x5u)","0.141512","Unidades","KU1RDA0027","DRBI-6T16","5.0","4.0"
"Rueda para portón corredizo 100 mm con bulón (x20u)","0.005810375","Unidades","BR1RDA0007","RPC100-B","20.0","0.0"
"Rueda para portón corredizo 100 mm con soporte (x15u)","0.0072765","Unidades","BR1RDA0008","RPC100-S","15.0","0.0"
"Rueda para portón corredizo 60 mm con bulón (x60u)","0.0074025","Unidades","BR1RDA0002","RPC60-B","60.0","2.0"
"Rueda para portón corredizo 60 mm con soporte (x60u)","0.009802","Unidades","BR1RDA0005","RPC60-S","60.0","0.0"
"Rueda para portón corredizo 70 mm con bulón (x40u)","0.00795","Unidades","BR1RDA0009","DRPI-70BU","40.0","2.0"
"Rueda para portón corredizo 70 mm con soporte (0u)","0.00822825","Unidades","BR1RDA0011","DRPI-70SO","40.0","0.0"
"Rueda para portón corredizo 80 mm con bulón (x30u)","0.0059535","Unidades","BR1RDA0003","RPC80-B","30.0","0.0"
"Rueda para portón corredizo 80 mm con soporte (x30u)","0.008262","Unidades","BR1RDA0006","RPC80-S","30.0","1.0"
"Rueda para portón corredizo 90 mm con bulón (x25u)","0.00795","Unidades","BR1RDA0010","DRPI-90BU","25.0","2.0"
"Rueda para portón corredizo 90 mm con soporte (x20u)","0.0084","Unidades","BR1RDA0012","DRPI-90SO","20.0","0.0"
"Rueda plástica, base fija 2"" - 30 kg (x120u)","0.026208","Unidades","KU1RDA0029","DRGI-FI50","120.0","3.0"
"Rueda plástica, base giratoria 2"" - 30 kg (x120u)","0.026208","Unidades","KU1RDA0030","DRGI-GI50","120.0","7.0"
"Rueda plástica, base giratoria, con freno 2"" - 30 kg (x120u)","0.038313","Unidades","KU1RDA0031","DRGI-TR50","120.0","7.0"
"Sacacorchos aguja con accesorios (x20u)","0.02415","Unidades","VN1SCC0003","CVCK-SCAG","20.0","0.0"
"Sacacorchos automático (x20u)","0.07","Unidades","VN1SCC0002","CCN067","20.0","55.0"
"Sacacorchos compacto automático (x20u)","0.01652","Unidades","VN1UTC0052","CVCI-SUSB","20.0","0.0"
"Sacahojas con bolsa (x24u)","0.07956","Unidades","KU1APD0012","APD-010","24.0","0.0"
"Sacahojas con bolsa marco de aluminio (x24u)","0.089375","Unidades","KU1APD0015","APD-013","24.0","0.0"
"Sacahojas plano (x24u)","0.05788125","Unidades","KU1APD0013","APD-011","24.0","0.0"
"Sacahojas plano reforzado (x12u)","0.091168","Unidades","KU1APD0016","APD-014","12.0","0.0"
"Sacahojas profesional con bolsa (x12u)","0.086944","Unidades","KU1APD0006","APD-006","12.0","0.0"
"Sandwichera 750 W (x6 u)","0.0409188","Unidades","VN1ELD0012","CSAI-1PBL","6.0","0.0"
"Sartén 22 cm Selecta (x6u)","0.018998","Unidades","VN1RCC0023","CCAI-SN22","6.0","44.0"
"Sartén 24 cm Selecta (x6 u)","0.0224","Unidades","VN1RCC0024","CCAI-SN24","6.0","17.0"
"Sartén 26 cm Selecta (x6u)","0.02673","Unidades","VN1RCC0025","CCAI-SN26","6.0","17.0"
"Sartén de hierro esmaltado azul 25 cm (x6u)","0.05481","Unidades","VN1RCC0013","CCN060","6.0","0.0"
"Sartén de hierro esmaltado rojo 25 cm (x6u)","0.0551355","Unidades","VN1RCC0012","CCN059","6.0","0.0"
"Sartén doble 24 cm Selecta (x6u)","0.044928","Unidades","VN1RCC0026","CCAI-SD24","6.0","51.0"
"Sartén forjada de 20 cm Nature (x6u)","0.015652","Unidades","VN1UTC0039","CCAI-GS20","6.0","37.0"
"Sartén forjada de 24 cm Nature (x6u)","0.022848","Unidades","VN1UTC0040","CCAI-GS24","6.0","0.0"
"Sartén forjada de 28 cm Nature (x6u)","0.030798","Unidades","VN1UTC0041","CCAI-GS28","6.0","40.0"
"Scooter eléctrico 350 W RSEI-003N","0.066381","Unidades","KT1MNP0009","RSEI-003N","1.0","43.0"
"Scooter eléctrico con amortiguadores","0.1464075","Unidades","KU1MNP0002","ESC003","1.0","0.0"
"Scooter eléctrico de aluminio","0.07029","Unidades","KU1MNP0001","ESC001","1.0","22.0"
"Secador de cabello 2000 W (x12u)","0.063336","Unidades","ET1SDC0001","CPS006","12.0","0.0"
"Secador de cabello 2000W (x12u)","0.0585","Unidades","VN1SDC0003","CELI-SE20","12.0","34.0"
"Secador de cabello plegable (x24u)","0.049077","Unidades","ET1SDC0002","CPS007","24.0","0.0"
"Sellador acrílico para zingueria 280 ml (x8u)","0.00494","Unidades","KU1CNM0088","SSACRZG","8.0","0.0"
"Sellador de poliuretano 310 ml (x20 u)","0.015444","Unidades","BR1CNM0072","SEL-PU40","20.0","0.0"
"Sellador de silicona acrílica blanca 300 ml (x24u)","0.0153","Unidades","BR1CNM0053","SSACR300B","24.0","2.0"
"Sellador de silicona acrílica transparente (x24u)","0.014945","Unidades","BR1CNM0054","SSACR300T","24.0","5.0"
"Sellador de silicona acética de uso general blanca (x24 u)","0.01341424","Unidades","BR1CNM0039","SSA280B","24.0","0.0"
"Sellador de silicona acética de uso general negra (x24 u)","0.0129485","Unidades","BR1CNM0040","SSA280N","24.0","0.0"
"Sellador de silicona acética de uso general transparente (x24 u)","0.01328925","Unidades","BR1CNM0038","SSA280T","24.0","0.0"
"Sellador de silicona acética general transparente en pomo (x144u)","0.116424","Unidades","BR1CNM0080","DSSI-UG50","144.0","0.0"
"Sellador de silicona acética para alta temperatura (x24u)","0.015318625","Unidades","BR1CNM0055","SSAT280R","24.0","0.0"
"Sellador de silicona acética uso general blanco (x24u)","0.01328925","Unidades","MI1CNM0001","DSSI-280B","24.0","22.0"
"Sellador de silicona acética uso general negro (x24u)","0.01328925","Unidades","MI1CNM0002","DSSI-280N","24.0","9.0"
"Sellador de silicona acética uso general transparente (x24u)","0.01328925","Unidades","MI1ATR0003","DSSI-280T","24.0","16.0"
"Sellador de silicona acética uso general transparente pomo (x144u)","0.06957192","Unidades","MI1CNM0003","DSSI-050T","144.0","2.0"
"Sellador de silicona neutra blanca (x24 u)","0.01328925","Unidades","BR1CNM0042","SSN300B","24.0","0.0"
"Sellador de silicona neutra negra (x24 u)","0.01328925","Unidades","BR1CNM0052","SSN300N","24.0","0.0"
"Sellador de silicona neutra transparente (x24 u)","0.01464","Unidades","BR1CNM0041","SSN280T","24.0","0.0"
"Sellador de silicona para sanitarios blanca (x24u)","0.0129485","Unidades","BR1CNM0043","SSS280B","24.0","0.0"
"Sellador para zinguería 280 g gris aluminio (x12u)","0.00693315","Unidades","BR1CNM0095","DSZI-G280","12.0","0.0"
"Selladora cortador de bolsa 30 cm (x10u)","0.084105","Unidades","MI1SCO0002","DSBI-0300","10.0","0.0"
"Selladora cortador de bolsa 40 cm (x10u)","0.1277055","Unidades","MI1SCO0003","DSBI-0400","10.0","0.0"
"Sensor de flujo de agua automático (x24u)","0.0315","Unidades","KU1SNR0001","CDP-1011A","24.0","3.0"
"Sensor de movimiento infrarrojo de techo (x50u)","0.06737654","Unidades","ET1SNR0003","SME-T12W","50.0","0.0"
"Sensor de movimiento infrarrojo dirigible (x50u)","0.05632","Unidades","ET1SNR0002","SME-A12W","50.0","0.0"
"Sensor de movimiento infrarrojo tipo esfera (x50u)","0.0452184","Unidades","ET1SNR0001","SME-N12W","50.0","0.0"
"Serrucho de carpintero 450 mm (x6u)","0.15","Unidades","BS1SRC0001","991908","6.0","5.0"
"Serrucho de carpintero 500 mm (x6u)","0.15","Unidades","BS1SRC0002","991909","6.0","0.0"
"Servicio en la hoja de horas","0.0","Horas","","","1.0","0.0"
"Servicio externo","0.0","Horas","","","1.0","0.0"
"Servilletero 18 cm × 19,2 cm × 2,5 cm (x12u)","0.017094","Unidades","VN1ACO0040","COCI-SE01","12.0","0.0"
"Servilletero de jacinto (x16u)","0.04332","Unidades","VN1ACO0001","CSEI-JA18","16.0","0.0"
"Set 2 prensas A de carpintero (x24u)","0.0660825","Unidades","BR1PRS0017","SPTRA-96","24.0","8.0"
"Set 3 brocas escalonadas 4-12/20/32 (x20 u)","0.015440625","Unidades","BR1BRO0008","BES-4B32","20.0","0.0"
"Set 3 brocas escalonadas 4-12/20/32 (x60u)","0.0353625","Unidades","MI1BRO0004","DBES-SET3","60.0","0.0"
"Set 4 cutters y raspa vidrios (x48u)","0.039468","Unidades","BR1ACC0022","DRVS-4C1R","48.0","6.0"
"Set 4 prensas A de carpintero (x12u)","0.07568","Unidades","BR1PRS0018","SPTRA-9896","12.0","8.0"
"Set 6 brocas de pala (x60u)","0.047","Unidades","BR1BRO0014","HPK-BS6P","60.0","0.0"
"Set 6 cepillos para taladro (x36u)","0.070224","Unidades","BR1TAL0009","MCAS-TR6P","36.0","0.0"
"Set brocas de copa 11 piezas (x40 u)","0.043407","Unidades","BR1BRO0005","BCS-C11P","40.0","0.0"
"Set cabezal 30 cm y brazo regulable (x20u)","0.1713458","Unidades","GA1ACS00125","SCBR-30","20.0","2.0"
"Set cabezal de ducha ABS y brazo (x50u)","0.136690625","Unidades","GA1ACS0025","SCDB01","50.0","0.0"
"Set cabezal de ducha clásico ABS con brazo (x100u)","0.119952","Unidades","GA1ACB00149","BCDI-SCDA","100.0","7.0"
"Set complementos - 3 ítems (x20u)","0.087615","Unidades","ME1CMB0001","SET3V","20.0","0.0"
"Set complementos - 4 ítems (x8u)","0.08874","Unidades","VN1CMB0001","SETV","8.0","0.0"
"Set de 10 hojas de repuesto 18 mm × 100 mm (x300u)","0.0115275","Unidades","UD1CNM0009","SHC18","300.0","0.0"
"Set de 10 hojas de repuesto 18 mm × 60 mm (x600u)","0.018054","Unidades","UD1CNM0008","SHCR01","600.0","2.0"
"Set de 10 hojas de repuesto 9 mm × 80 mm (x600u)","0.01014369","Unidades","BR1CNM0062","SCH-0980","600.0","0.0"
"Set de 10 perchas engomadas negras (x10u)","0.02275875","Unidades","VN1OGH0011","ORG094","10.0","26.0"
"Set de 10 prefiltros de algodón (x20u)","0.0396","Unidades","BR1PPF0013","DFRI-0PF1","20.0","13.0"
"Set de 11 piezas de llaves combinadas en mm - Línea Pro (x6u)","1e-06","Unidades","TR1LLV0034","44660211","6.0","5.0"
"Set de 12 especieros con tapa giratoria - caja exhibidora (x12u)","0.045885","Unidades","VN1ACO0009","CESS-12VD","12.0","1.0"
"Set de 12 macetas Ámsterdam y Florencia beige","0.4598","Unidades","FL1MCT0002","10.16.0997","1.0","0.0"
"Set de 12 macetas Ámsterdam y Florencia gris grafito","0.4598","Unidades","FL1MCT0001","10.16.0996","1.0","0.0"
"Set de 122 puntas de destornillador (x12 u)","0.033825","Unidades","UD1STH0008","DBU122","12.0","0.0"
"Set de 13 utensilios de silicona (x12u)","0.0742","Unidades","VN1UTC0027","CUSS-SE13","12.0","90.0"
"Set de 17 piezas de llaves combinadas en mm - Línea Pro (x6u)","0.01403325","Unidades","TR1LLV0035","44660217","6.0","0.0"
"Set de 17 piezas de llaves combinadas en mm - línea Master (x6u)","0.01403325","Unidades","TR1LLV0086","42241217","6.0","66.0"
"Set de 17 utensilios parrilleros con estuche (x12u)","0.048472","Unidades","VN1UTC0048","CCCK-PA17","12.0","0.0"
"Set de 19 utensilios con tabla y organizador - Arena (x6u)","0.0808","Unidades","VN1ACO0047","CUSS-AR19","6.0","1.0"
"Set de 19 utensilios con tabla y organizador - Rosa cuarzo (x6u)","0.0808","Unidades","VN1ACO0048","CUSS-RO19","6.0","25.0"
"Set de 2 bolsas de vacío 40 cm × 60 cm (x36u)","0.016492","Unidades","VN1OGH0004","ORG009","36.0","0.0"
"Set de 2 bolsas de vacío 45 cm × 70 cm (x36u)","0.043877","Unidades","VN1OGH0005","ORG010","36.0","0.0"
"Set de 2 bolsas de vacío 50 cm × 70 cm × 30 cm (x36u)","0.049536","Unidades","VN1OGH0008","ORG013","36.0","0.0"
"Set de 2 bolsas de vacío 56 cm × 80 cm (x36u)","0.055692","Unidades","VN1OGH0006","ORG011","36.0","0.0"
"Set de 2 bolsas de vacío 80 cm × 100 cm (x36u)","0.06358","Unidades","VN1OGH0007","ORG012","36.0","0.0"
"Set de 2 cabezales para bordeadora - ion litio (x50u)","0.039975","Unidades","BR1ACC0019","CAB-BB18","50.0","1.0"
"Set de 2 cestos de residuos de acero de 3 l y 12 l (x4u)","0.137256","Unidades","VN1CES0001","ORG006","4.0","0.0"
"Set de 2 cestos de residuos de acero de 5 l y 20 l (x2u)","0.101376","Unidades","VN1CES0002","ORG007","2.0","0.0"
"Set de 2 contenedores con tapa - 0,40 l y 0,95 l (x12u)","0.036288","Unidades","VN1CTR0052","CBOS-R495","12.0","1.0"
"Set de 2 contenedores con tapa - 0,62 l y 1,75 l (x8u)","0.029988","Unidades","VN1CTR0053","CBOI-R617","8.0","0.0"
"Set de 2 contenedores con tapa - 0,64 l y 1,52 l (x12u)","0.044928","Unidades","VN1FNT0004","CCN009","12.0","2.0"
"Set de 2 contenedores con tapa - 1,04 l y 2,26 l (x8u)","0.051304","Unidades","VN1FNT0005","CCN010","8.0","9.0"
"Set de 2 destornilladores (x120u)","0.006384","Unidades","MI1STH0008","DDSS-PPH2","120.0","0.0"
"Set de 2 faroles de madera","0.033408","Unidades","VN1FRL0005","DEC005","1.0","0.0"
"Set de 2 mopas para aspiradora robot G420 (x30u)","0.0103785","Unidades","VN1MPA0015","CMOS-G420","30.0","0.0"
"Set de 2 mopas para aspiradora robot ROBVAC01 (x6u)","0.136396","Unidades","VN1CNM0002","ROBVR002","6.0","175.0"
"Set de 2 soportes de chasis 2 t","0.01392125","Unidades","KU1SPC0002","SCK2.0","1.0","0.0"
"Set de 2 soportes de chasis 3 t","0.0135975","Unidades","KU1SPC0003","SCK3.0","1.0","0.0"
"Set de 20 perchas ultradelgadas (x10u)","0.08152375","Unidades","VN1PCH0001","CPES-UD20","10.0","0.0"
"Set de 3 bandejas de bambú (x5u)","0.074175","Unidades","VN1BJA0001","CCN095","5.0","0.0"
"Set de 3 bandejas rectangulares de jacinto (x8u)","0.137296875","Unidades","VN1BJA0005","ORG122","8.0","0.0"
"Set de 3 cestos ovales de jacinto (x4u)","0.1760855","Unidades","VN1OGH0022","CCFS-JAO3","4.0","0.0"
"Set de 3 cestos rectangulares de jacinto (x4u)","0.099876","Unidades","VN1CES0016","ORG123","4.0","0.0"
"Set de 3 cestos redondos de jacinto (x4u)","0.230339375","Unidades","VN1CES0017","ORG124","4.0","0.0"
"Set de 3 faroles blancos","0.051597","Unidades","VN1FRL0001","DEC001","1.0","0.0"
"Set de 3 pinzas (x20u)","0.01326","Unidades","MI1STH0004","DPMS-PIN3","20.0","2.0"
"Set de 3 tablas de bambú (x10u)","0.0291525","Unidades","VN1TBL0001","CCN094","10.0","0.0"
"Set de 3 tablas de bambú con canaleta (x6u)","0.0324105","Unidades","VN1ACO0029","CTAS-3REC","6.0","0.0"
"Set de 4 accesorios para vino (x60u)","0.07315","Unidades","VN1UTC0053","CVCK-SV04","60.0","1.0"
"Set de 4 bases contrapesos para sombrilla lateral aluminio","0.085176","Unidades","KU1SMB0025","FBSI-0002","1.0","0.0"
"Set de 4 cepillos para aspiradora robot A220 (x30u)","0.011305","Unidades","VN1CPL0002","CCES-A220","30.0","1.0"
"Set de 4 esquineros protectores de PVC (x100u)","0.0533","Unidades","VN1ABB0003","CPBS-0002","100.0","0.0"
"Set de 4 hélices para drone DRN1080 (x50u)","0.00631475","Unidades","ET1DRE0005","HEL1080","50.0","2.0"
"Set de 4 tazas doble vidrio 120 ml (x12u)","0.02690172","Unidades","VN1VJL0011","CTAS-4120","12.0","0.0"
"Set de 4 unidades de cubre alfombras de PVC 2 mm (x12u)","0.028275","Unidades","KU1ALF0001","ALF-001","12.0","1.0"
"Set de 4 unidades de cubre alfombras de PVC 2,5 mm (x12u)","0.033396","Unidades","KU1AAU0001","RCAS-0001","12.0","1.0"
"Set de 4 unidades de cubre alfombras de PVC 5 mm (x6u)","0.0411125","Unidades","KU1ALF0002","ALF-002","6.0","0.0"
"Set de 4 utensilios de bambú (x50u)","0.032215625","Unidades","VN1UTC0014","CCN099","50.0","0.0"
"Set de 4 utensilios parrilleros con estuche (x12u)","0.051228125","Unidades","VN1UTC0047","CCCK-PAC4","12.0","3.0"
"Set de 5 cepillos para aspiradora robot G420 (x20u)","0.031","Unidades","VN1CPL0003","CCES-G420","20.0","0.0"
"Set de 5 lijas de banda grano 80 (x30u)","0.0392","Unidades","BR1LJA0003","LBS-G80","30.0","0.0"
"Set de 5 organizadores modulables de bambú (x5u)","0.0","Unidades","VN1OGH0037","COCI-ORG5","5.0","12.0"
"Set de 5 pinzas (x9u)","0.0205479","Unidades","MI1STH0005","DPMS-PIN5","9.0","0.0"
"Set de 5 ruedas para silla de oficina (x20u)","0.021978","Unidades","VN1SLL0004","SRV-01","20.0","0.0"
"Set de 6 cepillos para aspiradora robot ROBVAC01 y ROBVAC02 (x6u)","0.00751275","Unidades","VN1CNM0001","ROBVR001","6.0","4.0"
"Set de 6 destornilladores (x12u)","0.031464","Unidades","MI1STH0009","DDSS-PPH6","12.0","1.0"
"Set de 6 tapas de silicona rectangulares (x60u)","0.078936","Unidades","VN1TPA0005","COCS-TSRC","60.0","6.0"
"Set de 6 tapas de silicona redondas (x60u)","0.1100396","Unidades","VN1TPA0002","CCN020","60.0","10.0"
"Set de 7 destornilladores dieléctricos (x4 u)","0.0716875","Unidades","BR1DST0008","DHDS-7DDF","4.0","30.0"
"Set de 7 llaves ""T"" punta Torx (x7u)","0.003","Unidades","BS1STH0003","997738","7.0","0.0"
"Set de 7 llaves ""T"" punta hexagonal y redonda (x7u)","0.0025","Unidades","BS1STH0002","997737","7.0","0.0"
"Set de 8 macetas Florencia beige","0.21168","Unidades","FL1MCT0076","10.16.1141","1.0","0.0"
"Set de 8 macetas Florencia gris grafito","0.21168","Unidades","FL1MCT0075","10.16.1140","1.0","0.0"
"Set de 8 macetas Ámsterdam beige","0.395163","Unidades","FL1MCT0004","10.16.1003","1.0","0.0"
"Set de 8 macetas Ámsterdam gris grafito","0.395163","Unidades","FL1MCT0003","10.16.1002","1.0","0.0"
"Set de 8 piezas de llaves combinadas en mm - línea Master (x6u)","0.058275","Unidades","TR1STH0009","42241118","6.0","4.0"
"Set de Accesorios metálicos 6 piezas línea Adur (x12u)","0.1392555","Unidades","GA1ACB0039","SAM-LA6","12.0","5.0"
