id,name,code,sku,base_price,fob,brand_name,last_importation_date,category_name,ean13
7684,Rinconero para zócalo de aluminio 120 mm PZ12LM mate,RZ12M,GB1ACC0006,0.83,0.69,Global EMR,"9 sept 2022, 21:00:00",Zócalos,null
7685,Clip zócalo para pata plástica,CL.1015G,GB1ACC0007,0.092,0.08,Global EMR,"9 sept 2022, 21:00:00",Zócalos,null
7683,Zócalo de aluminio 120 mm liso,PZ12LM,GB1ACC0005,8.03,6.98,Global EMR,"31 mar 2023, 21:00:00",Zócalos,null
7686,Pata plástica regulable para mueble,PR10.15G,GB1ACC0008,1.29,1.12,Global EMR,"31 mar 2023, 21:00:00",Zócalos,null
754,"Zorra BAROVO Capacidad 2500 kg, 68,5 cm ancho entre cuñas",KU-Z25A,BR1ZOR0002,190,121,Barovo,"8 nov 2019, 19:30:00",Zorras,null
1443,Zorra Carretilla Carro Plegable 300 Kg,ZCP-30,BR1ZOR0006,62,31.5,Barovo,"26 oct 2018, 16:00:00",Zorras,null
1441,Zorra con Balanza BAROVO Capacidad 2500 kg,BU-CB25,KU1ZOR0009,750,1,Barovo,"21 sept 2017, 20:51:36",Zorras,null
1439,"Zorra BAROVO Capacidad 3000 kg, 68,5 cm ancho entre cuñas",BU-Z30,BR1ZOR0003,198,125,Barovo,"8 nov 2019, 19:30:00",Zorras,null
3149,Zorra hidráulica Barovo ZB-25A,ZB-25A,BR1ZOR0012,320,153.24,Barovo,"21 sept 2024, 17:00:00",Zorras,null
894,"Zorra BAROVO Capacidad 2500 kg, 55 cm ancho entre cuñas",KU-Z25,BR1ZOR0001,187,118,Barovo,"8 nov 2019, 19:30:00",Zorras,null
3148,"Zorra hidráulica 2,5 t - ZB-25",ZB-25,BR1ZOR0011,278.602,148.96,Barovo,"12 sept 2025, 21:00:00",Zorras,null
1442,Zorra Carretilla Carro Plegable 150 Kg,ZCP-15,BR1ZOR0005,39.5,21.5,Barovo,"26 oct 2018, 16:00:00",Zorras,null
3120,Zorra hidráulica 3 t ZB-30,ZB-30,BR1ZOR0013,304.0001,161.21,Barovo,"12 sept 2025, 21:00:00",Zorras,null
1967,Zapapico hacha y pala ancha Nº 4,77305/543,TR1ZPP0003,9.55,6.79,Tramontina,"10 jul 2020, 22:00:00",Zapapicos,null
1966,Zapapico punta y pala ancha nº 4,77303/503,TR1ZPP0002,13.2,7.98,Tramontina,"30 ago 2024, 21:00:00",Zapapicos,null
1968,Zapapico hacha y pala ancha Nº 4 sin cabo,77305/403,TR1ZPP0004,5.95,4.64,Tramontina,"10 jul 2020, 22:00:00",Zapapicos,null
1965,Zapapico punta y pala ancha nº 5,77303/553,TR1ZPP0001,21,12.65,Tramontina,"30 ago 2024, 21:00:00",Zapapicos,null
7912,Pelota de vóley N° 5,EPVI-V1T5,ME1PTA0015,7.56,3.28,MEISO,"12 oct 2024, 17:00:00",Vóley,null
13623,Surtido rodillera deportiva talle S y L,ERDT-2TSL,KT1APD0006,4.6046,2.16,Kuest,"1 ago 2025, 21:00:00",Vóley,null
11313,Pelota de vóley N° 5 EPVI-V2T5,EPVI-V2T5,ME1PTA0020,6.3528,2.86,MEISO,"10 may 2024, 21:00:00",Vóley,null
13622,Pelota de vóley N° 5 EPVI-V3T5,EPVI-V3T5,KT1PTA0003,5.5488,2.69,Kuest,"1 ago 2025, 21:00:00",Vóley,null
4493,Válvula + tecla para descarga de inodoro ED,VDI-ED,GA1ACS0098,65.9979,37.12,Gloa,"6 sept 2024, 21:00:00",Válvulas de inodoro,null
4489,Válvula + tecla para descarga de inodoro Y13,VDI-Y13,GA1ACS0094,40.5,26.28,Gloa,"14 ene 2022, 21:00:00",Válvulas de inodoro,null
4494,Válvula + tecla para descarga de inodoro Y31,VDI-Y31,GA1ACS0096,85,44.5,Gloa,"24 mar 2023, 21:00:00",Válvulas de inodoro,null
4491,Válvula + tecla para descarga de inodoro Y15,VDI-Y15,GA1ACS0095,46.5,30.06,Gloa,"19 ago 2022, 21:00:00",Válvulas de inodoro,null
4495,Válvula + tecla para descarga de inodoro Y32,VDI-Y32,GA1ACS0097,93,50.2,Gloa,"24 mar 2023, 21:00:00",Válvulas de inodoro,null
2798,"Válvula de retención vástago de bronce 1""",VRLT-1,GA1ACS0088,5.05,2.6,Gloa,"23 jun 2023, 21:00:00",Válvulas de Retención,null
2794,"Válvula de retención vástago de ABS 1/2""",VRPL-1/2,GA1ACS0083,2.25,1.28,Gloa,"12 ene 2024, 21:00:00",Válvulas de Retención,null
14224,"Válvula de retención con filtro 3/4""",BVRI-VF34,,1.7528,1.1,Gloa,"27 ene 2026, 12:26:00",Válvulas de Retención,null
2795,"Válvula de retención vástago de ABS 3/4""",VRPL-3/4,GA1ACS0084,3.1,1.78,Gloa,"12 ene 2024, 21:00:00",Válvulas de Retención,null
2797,"Válvula de retención vástago de bronce 3/4""",VRLT-3/4,GA1ACS0087,3.7,1.9,Gloa,"23 jun 2023, 21:00:00",Válvulas de Retención,null
2796,"Válvula de retención vástago de bronce 1/2""",VRLT-1/2,GA1ACS0086,2.85,1.47,Gloa,"23 jun 2023, 21:00:00",Válvulas de Retención,null
14223,"Válvula de retención con filtro 1/2""",BVRI-VF12,,1.4021,0.86,Gloa,"27 ene 2026, 12:26:00",Válvulas de Retención,null
2802,"Válvula de retención vástago de ABS 1""",VRPL-1,GA1ACS0085,3.95,2.26,Gloa,"12 ene 2024, 21:00:00",Válvulas de Retención,null
2709,"Válvula esférica HH 2"" PN25",VEHH-2,GA1ACS0079,21.15,11.18,Gloa,"5 oct 2023, 17:28:00",Válvulas Esféricas,null
8162,"Válvula esférica HH 1/2"" PN25 Mariposa",BVEI-MA12,GA1GRF0093,2.5959,1.49,Gloa,"16 feb 2024, 21:00:00",Válvulas Esféricas,null
2706,"Válvula esférica HH 1"" PN25",VEHH-1,GA1ACS0076,5.7513,3.51,Gloa,"13 dic 2024, 21:00:00",Válvulas Esféricas,null
8164,"Válvula esférica HH 1"" PN25 Mariposa",BVEI-MAR1,GA1GRF0095,6.3962,3.72,Gloa,"16 feb 2024, 21:00:00",Válvulas Esféricas,null
8176,"Mini válvula esférica MH 3/8""",BMVI-VE38,GA1GRF0098,1.9006,1.16,Gloa,"9 may 2025, 21:00:00",Válvulas Esféricas,null
2704,"Válvula esférica HH 1/2"" PN25",VEHH-1/2,GA1ACS0074,2.3516,1.4,Gloa,"13 dic 2024, 21:00:00",Válvulas Esféricas,null
2707,"Válvula esférica HH 1 1/4"" PN25",VEHH-1 1/4,GA1ACS0077,9.8,5.2,Gloa,"5 oct 2023, 17:28:00",Válvulas Esféricas,null
8175,"Mini válvula esférica MH 1/4""",BMVI-VE14,GA1GRF0097,1.9006,1.16,Gloa,"4 abr 2025, 21:00:00",Válvulas Esféricas,null
2705,"Válvula esférica HH 3/4"" PN25",VEHH-3/4,GA1ACS0075,3.2956,1.99,Gloa,"13 dic 2024, 21:00:00",Válvulas Esféricas,null
2708,"Válvula esférica HH 1 1/2"" PN25",VEHH-1 1/2,GA1ACS0078,13.7,7.16,Gloa,"5 oct 2023, 17:28:00",Válvulas Esféricas,null
2711,"Válvula esférica H-H. 3"". PN25",VEHH-3,GA1ACS0081,57.8,30.3,Gloa,"5 oct 2023, 17:28:00",Válvulas Esféricas,null
8174,"Mini válvula esférica MH 1/8""",BMVI-VE18,GA1GRF0096,1.7996,1.1,Gloa,"4 abr 2025, 21:00:00",Válvulas Esféricas,null
2712,"Válvula esférica HH 4"" PN25",VEHH-4,GA1ACS0082,96.55,50.82,Gloa,"5 oct 2023, 17:28:00",Válvulas Esféricas,null
8163,"Válvula esférica HH 3/4"" PN25 Mariposa",BVEI-MA34,GA1GRF0094,3.5525,2.07,Gloa,"16 feb 2024, 21:00:00",Válvulas Esféricas,null
2710,"Válvula esférica H-H. 2 1/2"". PN25",VEHH-2 1/2,GA1ACS0080,44.15,23.21,Gloa,"5 oct 2023, 17:28:00",Válvulas Esféricas,null
8179,"Mini válvula esférica MH 1/2""",BMVI-VE12,GA1GRF0099,2.549,1.55,Gloa,"9 may 2025, 21:00:00",Válvulas Esféricas,null
9719,"Válvula esclusa HH 3/4""",BVEI-VE34,GA1ACB00167,4.55,2.34,Gloa,"23 jun 2023, 21:00:00",Válvulas,null
13939,"Válvula esférica smart 1""",BVSI-VSI1,GA1ACS0156,50.001,28.12,Gloa,"31 oct 2025, 21:00:00",Válvulas,null
10672,"Filtro para válvula de retención 1 1/2""",BFVI-F112,GA1FLT0005,0.85,0.39,Gloa,"12 ene 2024, 21:00:00",Válvulas,null
10666,"Filtro para válvula de retención 1/2""",BFVI-F012,,0.3477,0.16,Gloa,"13 sept 2024, 21:00:00",Válvulas,null
12198,"Válvula de retención liviana 1/2""",BVRI-AB12,GA1ACB00200,1.304,0.74,Gloa,"13 sept 2024, 21:00:00",Válvulas,null
11797,"Válvula esférica HH de 3/4"" mariposa liviana",BVEI-MP34,GA1GRF00125,1.6496,0.91,Gloa,"14 nov 2025, 21:00:00",Válvulas,null
11957,"Válvula esclusa HH 1/2"" liviana",BVEI-EL12,GA1GRF00133,1.6501,0.89,Gloa,"9 ago 2024, 21:00:00",Válvulas,null
9717,"Válvula esclusa HH 1/2""",BVEI-VE12,GA1ACB00166,3.4,1.75,Gloa,"23 jun 2023, 21:00:00",Válvulas,null
11918,"Válvula esclusa HH 1"" liviana",BVEI-EL01,GA1GRF00135,2.6961,1.44,Gloa,"9 ago 2024, 21:00:00",Válvulas,null
12199,"Válvula de retención liviana 3/4""",BVRI-AB34,GA1ACB00201,1.7958,1.01,Gloa,"13 sept 2024, 21:00:00",Válvulas,null
11958,"Válvula esclusa HH 3/4"" liviana",BVEI-EL34,GA1GRF00134,2.0955,1.1299,Gloa,"9 ago 2024, 21:00:00",Válvulas,null
14225,"Válvula de retención con filtro 1""",BVRI-VF01,,2.0048,1.23,Gloa,"27 ene 2026, 12:26:00",Válvulas,null
12200,"Válvula de retención liviana 1""",BVRI-AB01,GA1ACB00202,1.9959,1.12,Gloa,"13 sept 2024, 21:00:00",Válvulas,null
11798,"Válvula esférica HH 1"" de mariposa liviana",BVEI-MP01,GA1GRF00126,2.5993,1.45,Gloa,"14 nov 2025, 21:00:00",Válvulas,null
10671,"Filtro para válvula de retención 1 1/4""",BFVI-F114,GA1FLT0004,0.6,0.3,Gloa,"12 ene 2024, 21:00:00",Válvulas,null
9724,"Válvula esclusa HH 2""",BVEI-VE02,GA1ACB00171,17.3492,9.69,Gloa,"9 ago 2024, 21:00:00",Válvulas,null
9722,"Válvula esclusa HH 1 1/4""",BVEI-V114,GA1ACB00169,8.2518,4.59,Gloa,"9 ago 2024, 21:00:00",Válvulas,null
10674,"Filtro para válvula de retención 2""",BFVI-F002,GA1FLT0006,1.1,0.48,Gloa,"12 ene 2024, 21:00:00",Válvulas,null
11796,"Válvula esférica HH de 1/2"" mariposa liviana",BVEI-MP12,GA1GRF00124,1.2457,0.69,Gloa,"14 nov 2025, 21:00:00",Válvulas,null
10669,"Filtro para válvula de retención 1""",BFVI-F001,GA1FLT0003,0.4452,0.2,Gloa,"13 sept 2024, 21:00:00",Válvulas,null
9720,"Válvula esclusa HH 1""",BVEI-VE01,GA1ACB00168,6.1,3.13,Gloa,"23 jun 2023, 21:00:00",Válvulas,null
10667,"Filtro para válvula de retención 3/4""",BFVI-F034,,0.3965,0.18,Gloa,"13 sept 2024, 21:00:00",Válvulas,null
12997,Combo mini válvulas - 360 unidades,BMVC-VE4M,,1480.9993,932,Gloa,"4 abr 2025, 21:00:00",Válvulas,null
9723,"Válvula esclusa HH 1 1/2""",BVEI-V112,GA1ACB00170,11.1521,6.22,Gloa,"9 ago 2024, 21:00:00",Válvulas,null
9849,Combo de válvulas esféricas - 327 unidades,BVEC-VE9M,,2798.4,1470.44,Gloa,"14 jul 2023, 21:00:00",Válvulas,null
6814,Viruta gruesa 250 g,V2503G,HU1VIR0003,1.85,1.5,Hunter,"13 may 2022, 21:00:00",Viruta,null
7726,Viruta media 330 g VIRULANA,19060800,VI1VIR0002,1.7,1.37,Virulana,"21 abr 2023, 21:00:00",Viruta,null
7725,Viruta fina 330 g VIRULANA,19061500,VI1VIR0001,1.7,1.37,Virulana,"21 abr 2023, 21:00:00",Viruta,null
6812,Viruta mediana 250 g,V2502M,HU1VIR0002,1.85,1.5,Hunter,"13 may 2022, 21:00:00",Viruta,null
6811,Viruta fina 250 g,V2501F,HU1VIR0001,1.85,1.5,Hunter,"13 may 2022, 21:00:00",Viruta,null
13072,Cámara de seguridad de 3 MP WiFi con rotación manual,ACSI-FW3M,ET1CAM0008,12.7033,8.57,Etheos,"18 abr 2025, 21:00:00",Vigilancia y Seguridad,null
9777,Cerradura electromagnética 180 kg / 300 lb,DCMI-180K,ET1CDR0005,9.95,5.73,Etheos,"16 may 2025, 21:00:00",Vigilancia y Seguridad,null
12718,Cámara de seguridad WIFI full HD,ACSI-IWHD,ET1CAM0007,14.0497,9.32,Etheos,"24 ene 2025, 21:00:00",Vigilancia y Seguridad,null
8678,Cámara Wi-Fi,ACWI-FUHD,ET1CAM0003,28.7,16.11,Etheos,"9 ene 2026, 21:00:00",Vigilancia y Seguridad,null
5834,Cerradura electromagnética 280 kg / 600 lb,CRDMG280,ET1CDR0002,15.2003,8.68,Etheos,"16 may 2025, 21:00:00",Vigilancia y Seguridad,null
12649,Cerradura inteligente WIFI,GCII-5BWI,ET1CDR0006,59.4,36,Etheos,"9 ene 2026, 21:00:00",Vigilancia y Seguridad,null
5835,Soporte ZL para cerradura electromagnética 180 kg / 300 lb,SOPCM180,ET1CDR0003,6.2,3.65,Etheos,"16 may 2025, 21:00:00",Vigilancia y Seguridad,null
12464,Kit portero eléctrico - teléfono + frente exterior PRELT101,PRELT101,,20.404,10.9999,Etheos,"22 nov 2024, 21:00:00",Vigilancia y Seguridad,null
5832,Cerradura electromagnética de 180 kg,CRDMG180,ET1CDR0001,20,7.94,Etheos,"2 feb 2023, 14:13:00",Vigilancia y Seguridad,null
5837,Soporte ZL para cerradura electromagnética 280 kg / 600 lb,SOPCM350,ET1CDR0004,7.45,4.34,Etheos,"16 may 2025, 21:00:00",Vigilancia y Seguridad,null
12650,Cerradura inteligente WIFI con cámara,GCII-6MCA,ET1CDR0007,82.6,50.5,Etheos,"3 ene 2025, 21:00:00",Vigilancia y Seguridad,null
3390,"Viga estructural de madera 3,3 m",VM330-H20,BR1VGA0003,37.25,21.28,Barovo,"31 jul 2020, 21:00:00",Vigas,null
3389,"Viga estructural de madera 2,45 m",VM245-H20,BR1VGA0002,27.85,15.93,Barovo,"31 jul 2020, 21:00:00",Vigas,null
3388,"Viga estructural de madera 1,65 m",VM165-H20,BR1VGA0001,18.65,10.96,Barovo,"31 jul 2020, 21:00:00",Vigas,null
3387,"Viga estructural de madera 5,9 m",VM590-H20,BR1VGA0004,66.5,37.5,Barovo,"31 jul 2020, 21:00:00",Vigas,null
1383,Vibropisón BAROVO 80BH160,80BH160,BR1VBP0005,1245,651.68,Barovo,"16 mar 2024, 1:00:00",Vibropisones,null
914,Vibropisón BAROVO 80ML,80ML,BR1VBP0006,845,474.53,Barovo,"29 nov 2024, 21:00:00",Vibropisones,null
1537,Vibropisón BAROVO 80BH120R,80BH120R,BR1VBP0008,1466,774.13,Barovo,"25 nov 2023, 1:00:00",Vibropisones,null
12441,Vibropisón BAROVO 72BH-FC,72BH-FC,,1440,838.59,Barovo,"29 nov 2024, 21:00:00",Vibropisones,null
769,Vibropison BAROVO Motor Honda GX100,72BH,BR1VBP0004,0,710,Barovo,"17 ago 2018, 22:00:00",Vibropisones,null
913,Vibropison BAROVO 80BR motor Robin (Buena calidad),80BR,BR1VBP0002,1033.77,0,null,"22 dic 2016, 18:40:58",Vibropisones,null
1538,Vibropisón BAROVO 72BH120R,72BH120R,BR1VBP0009,1623,861.29,Barovo,"17 jun 2024, 21:00:00",Vibropisones,null
912,Vibropisón BAROVO 80BH,80BH,BR1VBP0003,1398.5,736.3,Barovo,"12 oct 2024, 17:00:00",Vibropisones,null
770,Vibropison BAROVO 72BR motor Robin (Buena calidad),72BR,BR1VBP0001,1207.71,1,Barovo,"22 dic 2016, 18:40:58",Vibropisones,null
2296,Vibropison BAROVO 32BH  Motor: Honda GX35,32BH,BR1VBP0010,931,650,Barovo,"25 abr 2019, 16:30:00",Vibropisones,null
1124,Vibrador a explosión para hormigón BVH,BVH,BR1VBH0001,421,221,Barovo,"5 dic 2023, 16:35:00",Vibradores a Explosión,null
1125,Vibrador a explosión para hormigón MVH,MVH,BR1VBH0002,216,107,Barovo,"14 sept 2024, 17:00:00",Vibradores a Explosión,null
1392,Vibrador eléctrico para hormigón VC15A,VC15A,BR1VBH0003,164,77,Barovo,"14 sept 2024, 17:00:00",Vibradores Eléctricos,null
1393,Vibrador eléctrico para hormigón VC22A,VC22A,BR1VBH0004,175,83,Barovo,"17 jun 2024, 21:00:00",Vibradores Eléctricos,null
3261,"Vibradora de concreto a gasolina, Motor Loncin G160",MVHMX,,121.0916,87,Barovo,null,Vibradora de concreto,null
3262,Vibradora de concreto a gasolina Motor Honda GX160,BVHMX,,228.8408,179,Barovo,null,Vibradora de concreto,null
1234,Ventosa doble de plástico para cerámicos,BVPC2,BR1VEN0001,5.8,2.52,Barovo,"4 jul 2025, 21:00:00",Ventosas para Cerámicos,null
7227,"Turboventilador metálico 20"" blanco",05.01.10.02,IP1VTR0006,60.3,49.82,INDELPLAS,"21 jul 2023, 21:00:00",Ventiladores,null
11817,Ventilador de techo con luz LED 3 aspas blanc0,GVTI-VTMC,ET1VTR0008,84.9998,39.1,Etheos,"9 ene 2026, 21:00:00",Ventiladores,null
7229,"Ventilador de pie 20"" sin botonera",ETH202,ET1VTR0005,61.7,51.73,Etheos,"21 jul 2023, 21:00:00",Ventiladores,null
12128,"Turboventilador 12""",05.01.00.01,IP1VTR0010,19.5,16.26,INDELPLAS,"23 ago 2024, 21:00:00",Ventiladores,null
11305,Ventilador de techo retráctil con luz LED negro,GVTI-VTRN,ET1VTR0007,68.9965,32.46,Etheos,"10 ene 2025, 21:00:00",Ventiladores,null
13155,Luminaria de techo de ratán con ventilador,GVTI-LARE,ET1LDI0063,55.003,26.5,Etheos,"9 may 2025, 21:00:00",Ventiladores,null
7221,"Turboventilador 12"" vintage verde",05.01.06.02,IP1VTR0007,30.85,25.74,INDELPLAS,"21 jul 2023, 21:00:00",Ventiladores,null
7220,"Turboventilador metálico 20"" negro",05.01.10.01,IP1VTR0005,58.7,48.43,INDELPLAS,"21 jul 2023, 21:00:00",Ventiladores,null
7765,"Turboventilador 18"" Mocar 180 R",180 R,MO1VTR0001,60.2,49.18,Mocar,"23 sept 2022, 21:00:00",Ventiladores,null
13153,Luminaria de techo de bambú con ventilador,GVTI-LACI,ET1LDI0062,51.9997,25,Etheos,"9 may 2025, 21:00:00",Ventiladores,null
13152,Ventilador de techo tres aspas metálico,GVTI-3PCH,ET1VTR0010,36.0032,20.45,Etheos,"9 may 2025, 21:00:00",Ventiladores,null
7218,"Ventilador de pared 20"" con botonera",05.01.09.01,IP1VTR0004,61.5,51.09,INDELPLAS,"21 jul 2023, 21:00:00",Ventiladores,null
11819,Ventilador de techo con luz LED 3 aspas negro,GVTI-VTMO,ET1VTR0009,84.9998,39.1,Etheos,"9 ene 2026, 21:00:00",Ventiladores,null
12130,"Turboventilador 16""",05.01.01.01,IP1VTR0011,22,18.4,INDELPLAS,"23 ago 2024, 21:00:00",Ventiladores,null
7223,"Turboventilador 12""",12 ETH,ET1VTR0001,31.8,26.62,Etheos,"21 jul 2023, 21:00:00",Ventiladores,null
12132,"Turboventilador metálico 24"" negro",05.01.13.01,IP1VTR0013,54.5,45.38,INDELPLAS,"23 ago 2024, 21:00:00",Ventiladores,null
7225,"Turboventilador 16""",16 ETH,ET1VTR0002,36.3,30.17,Etheos,"21 jul 2023, 21:00:00",Ventiladores,null
12722,Lámpara LED con ventilador integrado,GLVI-LVB2,ET1LAM00257,10.9955,5.82,Etheos,"24 ene 2025, 21:00:00",Ventiladores,null
12786,Combo ventiladores de techo 3 aspas - 250 unidades,GVTC-3AM2,,19999.9962,10287.5,Etheos,"21 feb 2025, 21:00:00",Ventiladores,null
7230,"Ventilador de pie 24"" selector trasero",05.01.07.01,IP1VTR0003,58.5,48.78,INDELPLAS,"23 ago 2024, 21:00:00",Ventiladores,null
12131,"Turboventilador 20""",05.01.02.01,IP1VTR0012,31.5,26.12,INDELPLAS,"23 ago 2024, 21:00:00",Ventiladores,null
12660,Combo ventiladores de techo retráctiles - 250 unidades,GVTC-VTRC,,16250,7993.5,Etheos,"10 ene 2025, 21:00:00",Ventiladores,null
11304,Ventilador de techo retráctil con luz LED blanco,GVTI-VTRB,ET1VTR0006,68.9968,31.65,Etheos,"10 ene 2025, 21:00:00",Ventiladores,null
7766,"Turboventilador 18"" Mocar 180 F",180 F,MO1VTR0002,53.3,43.42,Mocar,"23 sept 2022, 21:00:00",Ventiladores,null
7228,"Ventilador de pie 20"" con botonera",ETHP20,ET1VTR0004,67.5,56.29,Etheos,"21 jul 2023, 21:00:00",Ventiladores,null
7226,"Turboventilador 20""",20 ETH,ET1VTR0003,50.9,41.84,Etheos,"21 jul 2023, 21:00:00",Ventiladores,null
5947,"Turboventilador 20""",IV 20,IP1VTR0002,34.4,29.19,INDELPLAS,"26 nov 2021, 21:00:00",Ventilación,null
7222,"Turboventilador 12"" vintage naranja",05.01.06.03,IP1VTR0008,30.85,25.74,INDELPLAS,"21 jul 2023, 21:00:00",Ventilación,null
5948,Prolongador múltiple enrollable 5 m,IP 5,IP1PRL0001,20.4,17.62,INDELPLAS,"15 mar 2024, 21:00:00",Ventilación,null
5946,"Ventilador de pie 20""",IVP 20,IP1VTR0001,49.21,41.41,INDELPLAS,"26 nov 2021, 21:00:00",Ventilación,null
7224,"Turboventilador 12"" vintage negro",05.01.06.04,IP1VTR0009,20,16.73,INDELPLAS,"23 ago 2024, 21:00:00",Ventilación,null
5950,Prolongador múltiple enrollable 10 m,IP 10,IP1PRL0002,38,32.94,INDELPLAS,"15 mar 2024, 21:00:00",Ventilación,null
6461,Velocímetro digital wireless para bicicleta,RVBI-0001,KT1VCM0002,16.3,8.3,Kuest,"4 nov 2023, 1:00:00",Velocímetros,null
9666,Velocímetro digital para bicicleta Surtido de Color,RVDS-0001,KT1VCM0003,5.75,3.34,Kuest,"18 jul 2025, 21:00:00",Velocímetros,null
13562,Velocímetro digital para bicicleta 19 funciones RVBI-0002,RVBI-0002,KT1VCM0004,6.5,3.73,Kuest,"18 jul 2025, 21:00:00",Velocímetros,null
5328,Velocímetro digital para bicicleta,VEL001,KT1VCM0001,6.02,3.78,Kuest,"16 jul 2021, 21:00:00",Velocímetros,null
3921,Velas farolito 120 g,VELAFAR120G,FL1CNM0001,0.45,0.36,Farolito,"10 dic 2021, 21:00:00",Velas,null
8760,Lampara de escritorio Platil con bocha degollada,GVMI-EPBD,ET1LAM00186,40.1,33.3,Etheos,"10 feb 2023, 21:00:00",Veladores,null
8751,Velador Platil recto base color,GVMI-PBCC,ET1LAM00183,22,18.24,Etheos,"10 feb 2023, 21:00:00",Veladores,null
12463,Lámpara de escritorio flexible blanca,GLMI-NCBLC,ET1LDI0054,5.6,2.68,Etheos,"12 dic 2025, 21:00:00",Veladores,null
10935,Velador Iggy - Surtido de colores,GVMI-PBCU,ET1LDI0020,27.3,22.53,Etheos,"1 mar 2024, 21:00:00",Veladores,null
13821,Combo luminaria de mesa nórdica - 60 unidades,GLMC-NCBN,,900,409.2,Etheos,"12 sept 2025, 21:00:00",Veladores,null
12462,Lámpara de escritorio flexible negra,GLMI-NCNEB,ET1LDI0053,5.6,2.68,Etheos,"12 dic 2025, 21:00:00",Veladores,null
8761,Lampara de mesa trípode Nórdica Trinia - Surtido de colores,GVMI-MTNT,ET1LAM00187,41.85,35.13,Etheos,"1 mar 2024, 21:00:00",Veladores,null
10944,Lámpara de escritorio base rectangular - Surtido de colores,GVMI-EPBS,ET1LDI0024,25.2,20.83,Etheos,"1 mar 2024, 21:00:00",Veladores,null
8756,Lampara de escritorio Platil base recta - Surtido de colores,GVMI-EPBR,ET1LAM00185,35,29.05,Etheos,"10 feb 2023, 21:00:00",Veladores,null
10936,Velador recto con base cuadrada - Surtido de colores,GVMI-ESCA,ET1LDI0021,17.3,14.21,Etheos,"1 mar 2024, 21:00:00",Veladores,null
10937,Lámpara de escritorio bocha degollada - Surtido de colores,GVMI-PBCD,ET1LDI0022,31.95,26.41,Etheos,"1 mar 2024, 21:00:00",Veladores,null
14126,Combo lámpara de escritorio flexible - 200 unidades,GLEC-FNB2,,1120,536,Etheos,"12 dic 2025, 21:00:00",Veladores,null
12461,Combo lámpara de escritorio flexible - 160 unidades,GLEC-FNBE,,1008,536,Etheos,"22 nov 2024, 21:00:00",Veladores,null
10946,Lampara de mesa Nórdica  - Surtido de colores,GVMT-PBCC,ET1LDI0023,30.4,25.03,Etheos,"1 mar 2024, 21:00:00",Veladores,null
8753,Velador Escandinavo cilíndrico - Surtido de colores,GVMI-ESCI,ET1LAM00184,24.95,21.16,Etheos,"1 mar 2024, 21:00:00",Veladores,null
6905,Vaso térmico tapa 360° negro,FRTI-V36N,VN1VAS0022,15,6.81,Vonne,"9 ene 2026, 21:00:00",Vasos Térmicos,null
6903,Vaso térmico tapa 360° gris,FRTI-V36G,VN1VAS0021,15,6.81,Vonne,"9 ene 2026, 21:00:00",Vasos Térmicos,null
3036,Vaso térmico naranja 350 ml,VT350,KU1VAS0001,8.2,3.66,Kushiro,"29 ago 2025, 21:00:00",Vasos Térmicos,null
3037,Vaso térmico gris 500 ml,VT500,KU1VAS0002,7.7049,3.92,Kushiro,"29 ago 2025, 21:00:00",Vasos Térmicos,null
6906,Vaso térmico One Hand 450 gris,FRTI-VOHG,VN1VAS0023,14,6.23,Vonne,"9 ene 2026, 21:00:00",Vasos Térmicos,null
6909,Combo vasos térmicos - 216 unidades,FRTC-M216,,3144,1415.28,Vonne,"15 sept 2023, 21:00:00",Vasos Térmicos,null
6910,Botella térmica Mark 500 blanco,FRTI-BM5B,VN1BOT0004,13,5.86,Vonne,"9 ene 2026, 21:00:00",Vasos Térmicos,null
6907,Vaso térmico One Hand 450 apricot,FRTI-VOHA,VN1VAS0024,14,6.23,Vonne,"9 ene 2026, 21:00:00",Vasos Térmicos,null
5173,Varilla de acero con rulo 6 mm,EVA-001G,ET1VRR0002,2,1.13,Etheos,"11 jun 2021, 21:00:00",Varillas,null
5172,Varilla plástica 8 ganchos,EVP-008G,ET1VRR0001,1.8,0.94,Etheos,"11 jun 2021, 21:00:00",Varillas,null
4016,Mueble de baño Rabat de colgar blanco,MBSCB01,AB1ACB0006,127,106.27,ABC,"5 mar 2021, 21:00:00",Vanitory,null
4018,Mueble de baño Rabat de pie blanco,MBSPB01,AB1ACB0008,143,118.5,ABC,"5 mar 2021, 21:00:00",Vanitory,null
4017,Mueble de baño Rabat de pie wengue,MBSPW01,AB1ACB0007,143,118.5,ABC,"5 mar 2021, 21:00:00",Vanitory,null
4013,Mueble de baño Firenze de pie wengue,MBFPW01,AB1ACB0003,186,155.07,ABC,"4 mar 2022, 21:00:00",Vanitory,null
4011,Mueble de baño Firenze de colgar wengue,MBFCW01,AB1ACB0001,132,111.42,ABC,"5 mar 2021, 21:00:00",Vanitory,null
4014,Mueble de baño Firenze de pie blanco,MBFPB01,AB1ACB0004,186,155.07,ABC,"4 mar 2022, 21:00:00",Vanitory,null
4012,Mueble de baño Firenze de colgar blanco,MBFCB01,AB1ACB0002,132,111.42,ABC,"5 mar 2021, 21:00:00",Vanitory,null
4015,Mueble de baño Rabat de colgar wengue,MBSCW01,AB1ACB0005,127,106.27,ABC,"5 mar 2021, 21:00:00",Vanitory,null
